price_level,tpo_count,first_seen_period,last_seen_period,periods,is_single_print,relative_density
4701.5,1,D,D,D,True,0.06666666666666667
4701.25,2,D,R,DR,False,0.13333333333333333
4701.0,2,D,R,DR,False,0.13333333333333333
4700.75,2,D,R,DR,False,0.13333333333333333
4700.5,2,D,R,DR,False,0.13333333333333333
4700.25,2,D,R,DR,False,0.13333333333333333
4700.0,5,A,R,ADLMR,False,0.3333333333333333
4699.75,6,A,R,ADLMNR,False,0.4
4699.5,9,A,T,ACDLMNORT,False,0.6
4699.25,10,A,T,ABCDLMNORT,False,0.6666666666666666
4699.0,11,A,T,ABCDKLMNORT,False,0.7333333333333333
4698.75,11,A,T,ABCDKLMNORT,False,0.7333333333333333
4698.5,11,A,T,ABCDKLMNORT,False,0.7333333333333333
4698.25,11,A,T,ABCDKLMNORT,False,0.7333333333333333
4698.0,11,A,T,ABCDKLMNORT,False,0.7333333333333333
4697.75,11,A,T,ABCDKLMNORT,False,0.7333333333333333
4697.5,11,A,T,ABCDKLMNORT,False,0.7333333333333333
4697.25,12,A,T,ABCDEKLMNORT,False,0.8
4697.0,12,A,T,ABCDEKLMNORT,False,0.8
4696.75,12,A,T,ABCDEJKMNORT,False,0.8
4696.5,12,A,T,ABCDEJKMNORT,False,0.8
4696.25,12,A,T,ABCDEJKMNORT,False,0.8
4696.0,11,A,T,ABDEJKMNORT,False,0.7333333333333333
4695.75,12,A,T,ABDEJKMNOPRT,False,0.8
4695.5,13,A,T,ABDEFJKMNOPRT,False,0.8666666666666667
4695.25,12,A,T,ABEFJKMNOPRT,False,0.8
4695.0,13,A,U,ABEFJKMNOPRTU,False,0.8666666666666667
4694.75,13,A,U,ABEFJKMNOPRTU,False,0.8666666666666667
4694.5,13,A,U,ABEFGJKNOPRTU,False,0.8666666666666667
4694.25,13,A,U,ABEFGJKNOPRTU,False,0.8666666666666667
4694.0,12,A,U,AEFGJKNOPRTU,False,0.8
4693.75,12,A,U,AEFGJKNOPRTU,False,0.8
4693.5,14,A,U,AEFGIJKNOPQRTU,False,0.9333333333333333
4693.25,14,A,U,AEFGIJKNOPQRTU,False,0.9333333333333333
4693.0,13,E,U,EFGIJKNOPQRTU,False,0.8666666666666667
4692.75,13,E,U,EFGIJKNOPQRTU,False,0.8666666666666667
4692.5,12,E,U,EFGIJKOPQRTU,False,0.8
4692.25,12,E,U,EFGIJKOPQRTU,False,0.8
4692.0,12,E,U,EFGIJKOPQRTU,False,0.8
4691.75,12,E,U,EFGIJKOPQRTU,False,0.8
4691.5,11,E,U,EFGIJKPQRTU,False,0.7333333333333333
4691.25,10,E,U,EFGIKPQRTU,False,0.6666666666666666
4691.0,9,E,U,EGIKPQRTU,False,0.6
4690.75,8,G,U,GIKPQRTU,False,0.5333333333333333
4690.5,8,G,U,GIKPQRTU,False,0.5333333333333333
4690.25,8,G,U,GIKPQRTU,False,0.5333333333333333
4690.0,8,G,U,GIKPQRTU,False,0.5333333333333333
4689.75,8,G,U,GIKPQRTU,False,0.5333333333333333
4689.5,8,G,U,GIKPQRTU,False,0.5333333333333333
4689.25,7,G,U,GIKQRTU,False,0.4666666666666667
4689.0,7,G,U,GIKQRTU,False,0.4666666666666667
4688.75,7,G,U,GHIQRTU,False,0.4666666666666667
4688.5,7,G,U,GHIQRTU,False,0.4666666666666667
4688.25,8,G,X,GHIQRTUX,False,0.5333333333333333
4688.0,7,G,X,GHIRTUX,False,0.4666666666666667
4687.75,7,G,X,GHIRTUX,False,0.4666666666666667
4687.5,8,G,P30,GHIRTUXP30,False,0.5333333333333333
4687.25,9,G,P30,GHIRSTUXP30,False,0.6
4687.0,9,G,P30,GHIRSTUXP30,False,0.6
4686.75,9,G,P30,GHIRSTUXP30,False,0.6
4686.5,9,G,P30,GHIRSTUXP30,False,0.6
4686.25,9,G,P30,GHIRSTUXP30,False,0.6
4686.0,9,G,P30,GHIRSTUXP30,False,0.6
4685.75,9,G,P30,GHIRSTUXP30,False,0.6
4685.5,10,G,P30,GHIRSTUXYP30,False,0.6666666666666666
4685.25,9,H,P30,HIRSTUXYP30,False,0.6
4685.0,10,H,P30,HIRSTUXYP29P30,False,0.6666666666666666
4684.75,10,H,P30,HIRSTUXYP29P30,False,0.6666666666666666
4684.5,10,H,P30,HIRSTUXYP29P30,False,0.6666666666666666
4684.25,11,H,P30,HIRSTUXYP26P29P30,False,0.7333333333333333
4684.0,11,H,P30,HIRSTUXYP26P29P30,False,0.7333333333333333
4683.75,11,H,P30,HIRSTUXYP26P29P30,False,0.7333333333333333
4683.5,11,H,P30,HIRSTUXYP26P29P30,False,0.7333333333333333
4683.25,11,H,P30,HIRSTUXYP26P29P30,False,0.7333333333333333
4683.0,11,H,P30,HIRSTUXYP26P29P30,False,0.7333333333333333
4682.75,12,H,P30,HIRSTUXYP26P27P29P30,False,0.8
4682.5,13,H,P31,HIRSTUXYP26P27P29P30P31,False,0.8666666666666667
4682.25,13,H,P31,HIRSTUXYP26P27P29P30P31,False,0.8666666666666667
4682.0,14,H,P31,HIRSTUXYZP26P27P29P30P31,False,0.9333333333333333
4681.75,14,H,P31,HIRSTUXYZP26P27P29P30P31,False,0.9333333333333333
4681.5,14,H,P31,HIRSTUXYZP26P27P29P30P31,False,0.9333333333333333
4681.25,14,H,P31,HIRSTUXYZP26P27P29P30P31,False,0.9333333333333333
4681.0,14,H,P31,HIRSTUXYZP26P27P29P30P31,False,0.9333333333333333
4680.75,15,H,P31,HIRSTUVXYZP26P27P29P30P31,False,1.0
4680.5,15,H,P31,HIRSTUVXYZP26P27P29P30P31,False,1.0
4680.25,15,H,P31,HIRSTUVXYZP26P27P29P30P31,False,1.0
4680.0,15,H,P31,HIRSTUVXYZP26P27P29P30P31,False,1.0
4679.75,14,H,P31,HRSTUVXYZP26P27P29P30P31,False,0.9333333333333333
4679.5,14,H,P31,HRSTUVXYZP26P27P29P30P31,False,0.9333333333333333
4679.25,14,H,P31,HRSTUVXYZP26P27P29P30P31,False,0.9333333333333333
4679.0,15,H,P31,HRSTUVXYZP26P27P28P29P30P31,False,1.0
4678.75,15,H,P31,HRSTUVXYZP26P27P28P29P30P31,False,1.0
4678.5,14,R,P31,RSTUVXYZP26P27P28P29P30P31,False,0.9333333333333333
4678.25,14,R,P31,RSTUVXYZP26P27P28P29P30P31,False,0.9333333333333333
4678.0,14,R,P31,RSTUVXYZP26P27P28P29P30P31,False,0.9333333333333333
4677.75,14,R,P31,RSTUVXYZP26P27P28P29P30P31,False,0.9333333333333333
4677.5,14,R,P31,RSTUVXYZP26P27P28P29P30P31,False,0.9333333333333333
4677.25,14,R,P31,RSTUVXYZP26P27P28P29P30P31,False,0.9333333333333333
4677.0,13,R,P31,RTUVXYZP26P27P28P29P30P31,False,0.8666666666666667
4676.75,13,R,P31,RTUVXYZP26P27P28P29P30P31,False,0.8666666666666667
4676.5,13,R,P31,RTUVXYZP26P27P28P29P30P31,False,0.8666666666666667
4676.25,13,R,P31,RTUVXYZP26P27P28P29P30P31,False,0.8666666666666667
4676.0,13,R,P31,RTUVXYZP26P27P28P29P30P31,False,0.8666666666666667
4675.75,13,R,P31,RTUVXYZP26P27P28P29P30P31,False,0.8666666666666667
4675.5,13,R,P31,RTUVXYZP26P27P28P29P30P31,False,0.8666666666666667
4675.25,12,R,P31,RTVXYZP26P27P28P29P30P31,False,0.8
4675.0,10,R,P31,RTVXZP27P28P29P30P31,False,0.6666666666666666
4674.75,9,R,P31,RVXZP27P28P29P30P31,False,0.6
4674.5,10,R,P32,RVXZP27P28P29P30P31P32,False,0.6666666666666666
4674.25,10,R,P32,RVXZP27P28P29P30P31P32,False,0.6666666666666666
4674.0,10,R,P32,RVXZP27P28P29P30P31P32,False,0.6666666666666666
4673.75,10,R,P32,RVXZP27P28P29P30P31P32,False,0.6666666666666666
4673.5,9,R,P32,RVXZP27P28P29P31P32,False,0.6
4673.25,9,R,P32,RVXZP27P28P29P31P32,False,0.6
4673.0,8,R,P32,RVXZP28P29P31P32,False,0.5333333333333333
4672.75,8,R,P32,RVXZP28P29P31P32,False,0.5333333333333333
4672.5,9,R,P32,RVWXZP28P29P31P32,False,0.6
4672.25,9,R,P32,RVWXZP28P29P31P32,False,0.6
4672.0,9,R,P32,RVWXZP28P29P31P32,False,0.6
4671.75,9,R,P32,RVWXZP28P29P31P32,False,0.6
4671.5,8,R,P32,RVWXP28P29P31P32,False,0.5333333333333333
4671.25,7,R,P32,RVWXP28P31P32,False,0.4666666666666667
4671.0,7,R,P32,RVWXP28P31P32,False,0.4666666666666667
4670.75,7,R,P32,RVWXP28P31P32,False,0.4666666666666667
4670.5,7,R,P32,RVWXP28P31P32,False,0.4666666666666667
4670.25,7,R,P32,RVWXP28P31P32,False,0.4666666666666667
4670.0,7,R,P32,RVWXP28P31P32,False,0.4666666666666667
4669.75,6,V,P32,VWXP28P31P32,False,0.4
4669.5,6,V,P32,VWXP28P31P32,False,0.4
4669.25,6,V,P32,VWXP28P31P32,False,0.4
4669.0,6,V,P32,VWXP28P31P32,False,0.4
4668.75,6,V,P32,VWXP28P31P32,False,0.4
4668.5,6,V,P32,VWXP28P31P32,False,0.4
4668.25,5,V,P32,VWXP31P32,False,0.3333333333333333
4668.0,6,V,P33,VWXP31P32P33,False,0.4
4667.75,5,V,P33,VWP31P32P33,False,0.3333333333333333
4667.5,5,V,P33,VWP31P32P33,False,0.3333333333333333
4667.25,5,V,P33,VWP31P32P33,False,0.3333333333333333
4667.0,5,V,P33,VWP31P32P33,False,0.3333333333333333
4666.75,5,V,P33,VWP31P32P33,False,0.3333333333333333
4666.5,4,V,P33,VWP31P33,False,0.26666666666666666
4666.25,2,V,W,VW,False,0.13333333333333333
4666.0,2,V,W,VW,False,0.13333333333333333
4665.75,2,V,W,VW,False,0.13333333333333333
4665.5,2,V,W,VW,False,0.13333333333333333
4665.25,2,V,W,VW,False,0.13333333333333333
4665.0,2,V,W,VW,False,0.13333333333333333
4664.75,2,V,W,VW,False,0.13333333333333333
4664.5,2,V,W,VW,False,0.13333333333333333
4664.25,2,V,W,VW,False,0.13333333333333333
4664.0,2,V,W,VW,False,0.13333333333333333
4663.75,2,V,W,VW,False,0.13333333333333333
4663.5,2,V,W,VW,False,0.13333333333333333
4663.25,2,V,W,VW,False,0.13333333333333333
4663.0,2,V,W,VW,False,0.13333333333333333
4662.75,2,V,W,VW,False,0.13333333333333333
4662.5,2,V,W,VW,False,0.13333333333333333
4662.25,2,V,W,VW,False,0.13333333333333333
4662.0,2,V,W,VW,False,0.13333333333333333
4661.75,2,V,W,VW,False,0.13333333333333333
4661.5,2,V,W,VW,False,0.13333333333333333
4661.25,2,V,W,VW,False,0.13333333333333333
4661.0,2,V,W,VW,False,0.13333333333333333
4660.75,2,V,W,VW,False,0.13333333333333333
4660.5,2,V,W,VW,False,0.13333333333333333
4660.25,2,V,W,VW,False,0.13333333333333333
4660.0,2,V,W,VW,False,0.13333333333333333
4659.75,2,V,W,VW,False,0.13333333333333333
4659.5,2,V,W,VW,False,0.13333333333333333
4659.25,2,V,W,VW,False,0.13333333333333333
4659.0,2,V,W,VW,False,0.13333333333333333
4658.75,2,V,W,VW,False,0.13333333333333333
4658.5,2,V,W,VW,False,0.13333333333333333
