price_level,tpo_count,first_seen_period,last_seen_period,periods,is_single_print,relative_density
4778.75,17,F,Z,FGHIMNPQRSTUVWXYZ,False,0.9444444444444444
4778.5,17,F,Z,FGHIMNPQRSTUVWXYZ,False,0.9444444444444444
4778.25,16,F,Z,FGHIMNPQRTUVWXYZ,False,0.8888888888888888
4778.0,13,F,Z,FGHIPQTUVWXYZ,False,0.7222222222222222
4777.75,13,F,Z,FGHIPQTUVWXYZ,False,0.7222222222222222
4777.5,13,F,P28,FGHIPQTUWXYZP28,False,0.7222222222222222
4777.25,13,F,P28,FGHIPQTUWXYZP28,False,0.7222222222222222
4777.0,14,E,P28,EFGHIPQTUWXYZP28,False,0.7777777777777778
4776.75,12,E,P28,EFGHQTUWXYZP28,False,0.6666666666666666
4776.5,12,E,P28,EFGHQTUWXYZP28,False,0.6666666666666666
4776.25,12,E,P28,EFGHQTUWXYZP28,False,0.6666666666666666
4776.0,13,D,P28,DEFGHQTUWXYZP28,False,0.7222222222222222
4775.75,11,D,P28,DEFHQTWXYZP28,False,0.6111111111111112
4775.5,10,D,P28,DEFQTWXYZP28,False,0.5555555555555556
4775.25,10,D,P28,DEFQTWXYZP28,False,0.5555555555555556
4775.0,10,D,P28,DEFQTWXYZP28,False,0.5555555555555556
4774.75,9,D,P28,DEFTWXYZP28,False,0.5
4774.5,9,D,P28,DEFTWXYZP28,False,0.5
4774.25,9,D,P28,DEFTWXYZP28,False,0.5
4774.0,9,D,P28,DEFTWXYZP28,False,0.5
4773.75,8,D,P28,DETWXYZP28,False,0.4444444444444444
4773.5,9,A,P28,ADETWXYZP28,False,0.5
4773.25,9,A,P28,ADETWXYZP28,False,0.5
4773.0,8,A,P28,ADETXYZP28,False,0.4444444444444444
4772.75,7,A,P28,ADTXYZP28,False,0.3888888888888889
4772.5,7,A,P28,ADTXYZP28,False,0.3888888888888889
4772.25,7,A,P28,ADTXYZP28,False,0.3888888888888889
4772.0,7,A,P28,ADTXYZP28,False,0.3888888888888889
4771.75,6,A,P28,ADTXZP28,False,0.3333333333333333
4771.5,6,A,P28,ADTXZP28,False,0.3333333333333333
4771.25,5,A,P28,ADTZP28,False,0.2777777777777778
4771.0,6,A,P28,ACDTZP28,False,0.3333333333333333
4770.75,6,A,P28,ACDTZP28,False,0.3333333333333333
4770.5,6,A,P28,ACDTZP28,False,0.3333333333333333
4770.25,7,A,P28,ABCDTZP28,False,0.3888888888888889
4770.0,7,A,P28,ABCDTZP28,False,0.3888888888888889
4769.75,6,A,P28,ABCDZP28,False,0.3333333333333333
4769.5,7,A,P28,ABCDZP27P28,False,0.3888888888888889
4769.25,7,A,P28,ABCDZP27P28,False,0.3888888888888889
4769.0,6,A,P28,ABCZP27P28,False,0.3333333333333333
4768.75,7,A,P28,ABCZP26P27P28,False,0.3888888888888889
4768.5,7,A,P28,ABCZP26P27P28,False,0.3888888888888889
4768.25,7,A,P28,ABCZP26P27P28,False,0.3888888888888889
4768.0,7,A,P28,ABCZP26P27P28,False,0.3888888888888889
4767.75,7,A,P28,ABCZP26P27P28,False,0.3888888888888889
4767.5,7,A,P28,ABCZP26P27P28,False,0.3888888888888889
4767.25,7,A,P28,ABCZP26P27P28,False,0.3888888888888889
4767.0,6,A,P28,ACZP26P27P28,False,0.3333333333333333
4766.75,4,C,P28,CP26P27P28,False,0.2222222222222222
4766.5,4,C,P28,CP26P27P28,False,0.2222222222222222
4766.25,3,P26,P28,P26P27P28,False,0.16666666666666666
4766.0,3,P26,P28,P26P27P28,False,0.16666666666666666
4765.75,3,P26,P28,P26P27P28,False,0.16666666666666666
4765.5,3,P26,P28,P26P27P28,False,0.16666666666666666
4765.25,3,P26,P28,P26P27P28,False,0.16666666666666666
4765.0,3,P26,P28,P26P27P28,False,0.16666666666666666
4764.75,3,P26,P28,P26P27P28,False,0.16666666666666666
4764.5,3,P26,P28,P26P27P28,False,0.16666666666666666
4764.25,3,P26,P28,P26P27P28,False,0.16666666666666666
4764.0,3,P26,P28,P26P27P28,False,0.16666666666666666
4763.75,2,P26,P28,P26P28,False,0.1111111111111111
4763.5,2,P26,P28,P26P28,False,0.1111111111111111
4763.25,2,P26,P28,P26P28,False,0.1111111111111111
4763.0,2,P26,P28,P26P28,False,0.1111111111111111
4762.75,2,P26,P28,P26P28,False,0.1111111111111111
4762.5,2,P26,P28,P26P28,False,0.1111111111111111
4762.25,2,P26,P28,P26P28,False,0.1111111111111111
4762.0,2,P26,P28,P26P28,False,0.1111111111111111
4761.75,2,P26,P28,P26P28,False,0.1111111111111111
4761.5,2,P26,P28,P26P28,False,0.1111111111111111
4761.25,2,P26,P28,P26P28,False,0.1111111111111111
4761.0,1,P28,P28,P28,True,0.05555555555555555
4760.75,1,P28,P28,P28,True,0.05555555555555555
4760.5,1,P28,P28,P28,True,0.05555555555555555
4760.25,1,P28,P28,P28,True,0.05555555555555555
4760.0,1,P28,P28,P28,True,0.05555555555555555
4759.75,1,P28,P28,P28,True,0.05555555555555555
4759.5,1,P28,P28,P28,True,0.05555555555555555
4759.25,1,P28,P28,P28,True,0.05555555555555555
4759.0,1,P28,P28,P28,True,0.05555555555555555
4758.75,1,P28,P28,P28,True,0.05555555555555555
4758.5,1,P28,P28,P28,True,0.05555555555555555
4758.25,1,P28,P28,P28,True,0.05555555555555555
4758.0,1,P28,P28,P28,True,0.05555555555555555
4757.75,1,P28,P28,P28,True,0.05555555555555555
4757.5,1,P28,P28,P28,True,0.05555555555555555
4757.25,1,P28,P28,P28,True,0.05555555555555555
4757.0,1,P28,P28,P28,True,0.05555555555555555
4756.75,1,P28,P28,P28,True,0.05555555555555555
4756.5,1,P28,P28,P28,True,0.05555555555555555
4756.25,1,P28,P28,P28,True,0.05555555555555555
4756.0,1,P28,P28,P28,True,0.05555555555555555
4755.75,1,P28,P28,P28,True,0.05555555555555555
4755.5,1,P28,P28,P28,True,0.05555555555555555
4755.25,1,P28,P28,P28,True,0.05555555555555555
4755.0,1,P28,P28,P28,True,0.05555555555555555
4754.75,1,P28,P28,P28,True,0.05555555555555555
4754.5,1,P28,P28,P28,True,0.05555555555555555
4754.25,1,P28,P28,P28,True,0.05555555555555555
4754.0,1,P28,P28,P28,True,0.05555555555555555
4753.75,1,P28,P28,P28,True,0.05555555555555555
4753.5,1,P28,P28,P28,True,0.05555555555555555
4753.25,1,P28,P28,P28,True,0.05555555555555555
4753.0,1,P28,P28,P28,True,0.05555555555555555
4752.75,1,P28,P28,P28,True,0.05555555555555555
4752.5,1,P28,P28,P28,True,0.05555555555555555
4752.25,1,P28,P28,P28,True,0.05555555555555555
4752.0,1,P28,P28,P28,True,0.05555555555555555
4751.75,1,P28,P28,P28,True,0.05555555555555555
4751.5,1,P28,P28,P28,True,0.05555555555555555
4751.25,1,P28,P28,P28,True,0.05555555555555555
4751.0,1,P28,P28,P28,True,0.05555555555555555
4750.75,1,P28,P28,P28,True,0.05555555555555555
4750.5,1,P28,P28,P28,True,0.05555555555555555
4750.25,1,P28,P28,P28,True,0.05555555555555555
4750.0,1,P28,P28,P28,True,0.05555555555555555
4749.75,1,P28,P28,P28,True,0.05555555555555555
4749.5,1,P28,P28,P28,True,0.05555555555555555
4749.25,1,P28,P28,P28,True,0.05555555555555555
4749.0,1,P28,P28,P28,True,0.05555555555555555
4748.75,1,P28,P28,P28,True,0.05555555555555555
4748.5,1,P28,P28,P28,True,0.05555555555555555
4748.25,1,P28,P28,P28,True,0.05555555555555555
4748.0,1,P28,P28,P28,True,0.05555555555555555
4747.75,1,P28,P28,P28,True,0.05555555555555555
4747.5,1,P28,P28,P28,True,0.05555555555555555
4747.25,1,P28,P28,P28,True,0.05555555555555555
4747.0,1,P28,P28,P28,True,0.05555555555555555
4746.75,2,P28,P29,P28P29,False,0.1111111111111111
4746.5,2,P28,P29,P28P29,False,0.1111111111111111
4746.25,2,P28,P29,P28P29,False,0.1111111111111111
4746.0,2,P28,P29,P28P29,False,0.1111111111111111
4745.75,2,P28,P29,P28P29,False,0.1111111111111111
4745.5,2,P28,P29,P28P29,False,0.1111111111111111
4745.25,2,P28,P29,P28P29,False,0.1111111111111111
4745.0,2,P28,P29,P28P29,False,0.1111111111111111
4744.75,2,P28,P29,P28P29,False,0.1111111111111111
4744.5,2,P28,P29,P28P29,False,0.1111111111111111
4744.25,2,P28,P29,P28P29,False,0.1111111111111111
4744.0,2,P28,P29,P28P29,False,0.1111111111111111
4743.75,2,P28,P29,P28P29,False,0.1111111111111111
4743.5,2,P28,P29,P28P29,False,0.1111111111111111
4743.25,2,P28,P29,P28P29,False,0.1111111111111111
4743.0,2,P28,P29,P28P29,False,0.1111111111111111
4742.75,2,P28,P29,P28P29,False,0.1111111111111111
4742.5,2,P28,P29,P28P29,False,0.1111111111111111
4742.25,2,P28,P29,P28P29,False,0.1111111111111111
4742.0,2,P28,P29,P28P29,False,0.1111111111111111
4741.75,2,P28,P29,P28P29,False,0.1111111111111111
4741.5,2,P28,P29,P28P29,False,0.1111111111111111
4741.25,2,P28,P29,P28P29,False,0.1111111111111111
4741.0,2,P28,P29,P28P29,False,0.1111111111111111
4740.75,2,P28,P29,P28P29,False,0.1111111111111111
4740.5,2,P28,P29,P28P29,False,0.1111111111111111
4740.25,2,P28,P29,P28P29,False,0.1111111111111111
4740.0,1,P29,P29,P29,True,0.05555555555555555
4739.75,1,P29,P29,P29,True,0.05555555555555555
4739.5,1,P29,P29,P29,True,0.05555555555555555
4739.25,1,P29,P29,P29,True,0.05555555555555555
4739.0,1,P29,P29,P29,True,0.05555555555555555
4738.75,1,P29,P29,P29,True,0.05555555555555555
4738.5,1,P29,P29,P29,True,0.05555555555555555
4738.25,1,P29,P29,P29,True,0.05555555555555555
4738.0,1,P29,P29,P29,True,0.05555555555555555
4737.75,1,P29,P29,P29,True,0.05555555555555555
4737.5,1,P29,P29,P29,True,0.05555555555555555
4737.25,1,P29,P29,P29,True,0.05555555555555555
4737.0,1,P29,P29,P29,True,0.05555555555555555
4736.75,1,P29,P29,P29,True,0.05555555555555555
4736.5,1,P29,P29,P29,True,0.05555555555555555
4736.25,1,P29,P29,P29,True,0.05555555555555555
4736.0,1,P29,P29,P29,True,0.05555555555555555
4735.75,1,P29,P29,P29,True,0.05555555555555555
4735.5,1,P29,P29,P29,True,0.05555555555555555
4735.25,1,P29,P29,P29,True,0.05555555555555555
4735.0,1,P29,P29,P29,True,0.05555555555555555
4734.75,1,P29,P29,P29,True,0.05555555555555555
4734.5,1,P29,P29,P29,True,0.05555555555555555
4734.25,1,P29,P29,P29,True,0.05555555555555555
4734.0,1,P29,P29,P29,True,0.05555555555555555
4733.75,1,P29,P29,P29,True,0.05555555555555555
4733.5,1,P29,P29,P29,True,0.05555555555555555
4733.25,1,P29,P29,P29,True,0.05555555555555555
4733.0,1,P29,P29,P29,True,0.05555555555555555
4732.75,1,P29,P29,P29,True,0.05555555555555555
4732.5,1,P29,P29,P29,True,0.05555555555555555
4732.25,1,P29,P29,P29,True,0.05555555555555555
4732.0,1,P29,P29,P29,True,0.05555555555555555
4731.75,1,P29,P29,P29,True,0.05555555555555555
4731.5,1,P29,P29,P29,True,0.05555555555555555
4731.25,1,P29,P29,P29,True,0.05555555555555555
4731.0,1,P29,P29,P29,True,0.05555555555555555
4730.75,1,P29,P29,P29,True,0.05555555555555555
4730.5,1,P29,P29,P29,True,0.05555555555555555
4730.25,1,P29,P29,P29,True,0.05555555555555555
4730.0,1,P29,P29,P29,True,0.05555555555555555
4729.75,1,P29,P29,P29,True,0.05555555555555555
4729.5,1,P29,P29,P29,True,0.05555555555555555
4729.25,1,P29,P29,P29,True,0.05555555555555555
4729.0,1,P29,P29,P29,True,0.05555555555555555
4728.75,1,P29,P29,P29,True,0.05555555555555555
4728.5,1,P29,P29,P29,True,0.05555555555555555
4728.25,1,P29,P29,P29,True,0.05555555555555555
4728.0,1,P29,P29,P29,True,0.05555555555555555
4727.75,1,P29,P29,P29,True,0.05555555555555555
4727.5,1,P29,P29,P29,True,0.05555555555555555
4727.25,1,P29,P29,P29,True,0.05555555555555555
4727.0,1,P29,P29,P29,True,0.05555555555555555
4726.75,1,P29,P29,P29,True,0.05555555555555555
4726.5,1,P29,P29,P29,True,0.05555555555555555
4726.25,1,P29,P29,P29,True,0.05555555555555555
4726.0,1,P29,P29,P29,True,0.05555555555555555
4725.75,1,P29,P29,P29,True,0.05555555555555555
4725.5,1,P29,P29,P29,True,0.05555555555555555
4725.25,2,P29,P30,P29P30,False,0.1111111111111111
4725.0,2,P29,P30,P29P30,False,0.1111111111111111
4724.75,2,P29,P30,P29P30,False,0.1111111111111111
4724.5,2,P29,P30,P29P30,False,0.1111111111111111
4724.25,2,P29,P30,P29P30,False,0.1111111111111111
4724.0,2,P29,P30,P29P30,False,0.1111111111111111
4723.75,2,P29,P30,P29P30,False,0.1111111111111111
4723.5,2,P29,P30,P29P30,False,0.1111111111111111
4723.25,2,P29,P30,P29P30,False,0.1111111111111111
4723.0,2,P29,P30,P29P30,False,0.1111111111111111
4722.75,2,P29,P30,P29P30,False,0.1111111111111111
4722.5,2,P29,P30,P29P30,False,0.1111111111111111
4722.25,2,P29,P30,P29P30,False,0.1111111111111111
4722.0,2,P29,P30,P29P30,False,0.1111111111111111
4721.75,2,P29,P30,P29P30,False,0.1111111111111111
4721.5,2,P29,P30,P29P30,False,0.1111111111111111
4721.25,2,P29,P30,P29P30,False,0.1111111111111111
4721.0,2,P29,P30,P29P30,False,0.1111111111111111
4720.75,2,P29,P30,P29P30,False,0.1111111111111111
4720.5,2,P29,P30,P29P30,False,0.1111111111111111
4720.25,2,P29,P30,P29P30,False,0.1111111111111111
4720.0,2,P29,P30,P29P30,False,0.1111111111111111
4719.75,3,P29,P31,P29P30P31,False,0.16666666666666666
4719.5,3,P29,P31,P29P30P31,False,0.16666666666666666
4719.25,3,P29,P31,P29P30P31,False,0.16666666666666666
4719.0,2,P30,P31,P30P31,False,0.1111111111111111
4718.75,2,P30,P31,P30P31,False,0.1111111111111111
4718.5,2,P30,P31,P30P31,False,0.1111111111111111
4718.25,2,P30,P31,P30P31,False,0.1111111111111111
4718.0,2,P30,P31,P30P31,False,0.1111111111111111
4717.75,2,P30,P31,P30P31,False,0.1111111111111111
4717.5,2,P30,P31,P30P31,False,0.1111111111111111
4717.25,2,P30,P31,P30P31,False,0.1111111111111111
4717.0,2,P30,P31,P30P31,False,0.1111111111111111
4716.75,2,P30,P31,P30P31,False,0.1111111111111111
4716.5,2,P30,P31,P30P31,False,0.1111111111111111
4716.25,2,P30,P31,P30P31,False,0.1111111111111111
4716.0,2,P30,P31,P30P31,False,0.1111111111111111
4715.75,2,P30,P31,P30P31,False,0.1111111111111111
4715.5,2,P30,P31,P30P31,False,0.1111111111111111
4715.25,2,P30,P31,P30P31,False,0.1111111111111111
4715.0,2,P30,P31,P30P31,False,0.1111111111111111
4714.75,2,P30,P31,P30P31,False,0.1111111111111111
4714.5,2,P30,P31,P30P31,False,0.1111111111111111
4714.25,2,P30,P31,P30P31,False,0.1111111111111111
4714.0,2,P30,P31,P30P31,False,0.1111111111111111
4713.75,2,P30,P31,P30P31,False,0.1111111111111111
4713.5,2,P30,P31,P30P31,False,0.1111111111111111
4713.25,2,P30,P31,P30P31,False,0.1111111111111111
4713.0,2,P30,P31,P30P31,False,0.1111111111111111
4712.75,2,P30,P31,P30P31,False,0.1111111111111111
4712.5,2,P30,P31,P30P31,False,0.1111111111111111
4712.25,2,P30,P31,P30P31,False,0.1111111111111111
4712.0,2,P30,P31,P30P31,False,0.1111111111111111
4711.75,2,P30,P31,P30P31,False,0.1111111111111111
4711.5,2,P30,P31,P30P31,False,0.1111111111111111
4711.25,2,P30,P31,P30P31,False,0.1111111111111111
4711.0,2,P30,P31,P30P31,False,0.1111111111111111
4710.75,2,P30,P31,P30P31,False,0.1111111111111111
4710.5,2,P30,P31,P30P31,False,0.1111111111111111
4710.25,2,P30,P31,P30P31,False,0.1111111111111111
4710.0,2,P30,P31,P30P31,False,0.1111111111111111
4709.75,2,P30,P31,P30P31,False,0.1111111111111111
4709.5,2,P30,P31,P30P31,False,0.1111111111111111
4709.25,2,P30,P31,P30P31,False,0.1111111111111111
4709.0,2,P30,P31,P30P31,False,0.1111111111111111
4708.75,2,P30,P31,P30P31,False,0.1111111111111111
4708.5,2,P30,P31,P30P31,False,0.1111111111111111
4708.25,2,P30,P31,P30P31,False,0.1111111111111111
4708.0,2,P30,P31,P30P31,False,0.1111111111111111
4707.75,2,P30,P31,P30P31,False,0.1111111111111111
4707.5,2,P30,P31,P30P31,False,0.1111111111111111
4707.25,1,P31,P31,P31,True,0.05555555555555555
4707.0,1,P31,P31,P31,True,0.05555555555555555
4706.75,1,P31,P31,P31,True,0.05555555555555555
4706.5,1,P31,P31,P31,True,0.05555555555555555
4706.25,1,P31,P31,P31,True,0.05555555555555555
4706.0,1,P31,P31,P31,True,0.05555555555555555
4705.75,1,P31,P31,P31,True,0.05555555555555555
4705.5,1,P31,P31,P31,True,0.05555555555555555
4705.25,1,P31,P31,P31,True,0.05555555555555555
4705.0,1,P31,P31,P31,True,0.05555555555555555
4704.75,1,P31,P31,P31,True,0.05555555555555555
4704.5,1,P31,P31,P31,True,0.05555555555555555
4704.25,1,P31,P31,P31,True,0.05555555555555555
4704.0,1,P31,P31,P31,True,0.05555555555555555
4703.75,1,P31,P31,P31,True,0.05555555555555555
4703.5,1,P31,P31,P31,True,0.05555555555555555
4703.25,1,P31,P31,P31,True,0.05555555555555555
4703.0,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4702.75,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4702.5,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4702.25,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4702.0,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4701.75,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4701.5,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4701.25,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4701.0,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4700.75,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4700.5,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4700.25,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4700.0,4,P31,P39,P31P36P37P39,False,0.2222222222222222
4699.75,5,P31,P39,P31P36P37P38P39,False,0.2777777777777778
4699.5,5,P31,P39,P31P36P37P38P39,False,0.2777777777777778
4699.25,6,P31,P39,P31P32P36P37P38P39,False,0.3333333333333333
4699.0,7,P31,P39,P31P32P35P36P37P38P39,False,0.3888888888888889
4698.75,8,P31,P40,P31P32P35P36P37P38P39P40,False,0.4444444444444444
4698.5,8,P31,P40,P31P32P35P36P37P38P39P40,False,0.4444444444444444
4698.25,8,P31,P40,P31P32P35P36P37P38P39P40,False,0.4444444444444444
4698.0,8,P31,P40,P31P32P35P36P37P38P39P40,False,0.4444444444444444
4697.75,8,P31,P40,P31P32P35P36P37P38P39P40,False,0.4444444444444444
4697.5,8,P31,P40,P31P32P35P36P37P38P39P40,False,0.4444444444444444
4697.25,7,P31,P40,P31P32P35P37P38P39P40,False,0.3888888888888889
4697.0,7,P31,P40,P31P32P35P37P38P39P40,False,0.3888888888888889
4696.75,7,P31,P40,P31P32P35P37P38P39P40,False,0.3888888888888889
4696.5,7,P31,P40,P31P32P35P37P38P39P40,False,0.3888888888888889
4696.25,7,P31,P40,P31P32P35P37P38P39P40,False,0.3888888888888889
4696.0,7,P31,P40,P31P32P35P37P38P39P40,False,0.3888888888888889
4695.75,7,P31,P40,P31P32P35P37P38P39P40,False,0.3888888888888889
4695.5,9,P31,P40,P31P32P33P34P35P37P38P39P40,False,0.5
4695.25,9,P31,P40,P31P32P33P34P35P37P38P39P40,False,0.5
4695.0,9,P31,P40,P31P32P33P34P35P37P38P39P40,False,0.5
4694.75,9,P31,P40,P31P32P33P34P35P37P38P39P40,False,0.5
4694.5,8,P31,P40,P31P32P33P34P35P37P38P40,False,0.4444444444444444
4694.25,9,P31,P42,P31P32P33P34P35P37P38P40P42,False,0.5
4694.0,9,P31,P42,P31P32P33P34P35P37P38P40P42,False,0.5
4693.75,10,P31,P42,P31P32P33P34P35P37P38P40P41P42,False,0.5555555555555556
4693.5,10,P31,P42,P31P32P33P34P35P37P38P40P41P42,False,0.5555555555555556
4693.25,10,P31,P42,P31P32P33P34P35P37P38P40P41P42,False,0.5555555555555556
4693.0,10,P31,P42,P31P32P33P34P35P37P38P40P41P42,False,0.5555555555555556
4692.75,9,P31,P42,P31P32P33P34P37P38P40P41P42,False,0.5
4692.5,9,P31,P42,P31P32P33P34P37P38P40P41P42,False,0.5
4692.25,9,P31,P42,P31P32P33P34P37P38P40P41P42,False,0.5
4692.0,9,P31,P42,P31P32P33P34P37P38P40P41P42,False,0.5
4691.75,9,P31,P42,P31P32P33P34P37P38P40P41P42,False,0.5
4691.5,8,P31,P42,P31P32P33P34P38P40P41P42,False,0.4444444444444444
4691.25,8,P31,P42,P31P32P33P34P38P40P41P42,False,0.4444444444444444
4691.0,9,P31,P43,P31P32P33P34P38P40P41P42P43,False,0.5
4690.75,8,P32,P43,P32P33P34P38P40P41P42P43,False,0.4444444444444444
4690.5,8,P32,P43,P32P33P34P38P40P41P42P43,False,0.4444444444444444
4690.25,8,P32,P43,P32P33P34P38P40P41P42P43,False,0.4444444444444444
4690.0,7,P32,P43,P32P34P38P40P41P42P43,False,0.3888888888888889
4689.75,7,P32,P43,P32P34P38P40P41P42P43,False,0.3888888888888889
4689.5,7,P32,P43,P32P34P38P40P41P42P43,False,0.3888888888888889
4689.25,5,P34,P43,P34P38P41P42P43,False,0.2777777777777778
4689.0,5,P34,P43,P34P38P41P42P43,False,0.2777777777777778
4688.75,4,P34,P43,P34P41P42P43,False,0.2222222222222222
4688.5,4,P34,P43,P34P41P42P43,False,0.2222222222222222
4688.25,4,P34,P43,P34P41P42P43,False,0.2222222222222222
4688.0,4,P34,P43,P34P41P42P43,False,0.2222222222222222
4687.75,3,P34,P43,P34P42P43,False,0.16666666666666666
4687.5,3,P34,P43,P34P42P43,False,0.16666666666666666
4687.25,3,P34,P43,P34P42P43,False,0.16666666666666666
4687.0,3,P34,P43,P34P42P43,False,0.16666666666666666
4686.75,3,P34,P43,P34P42P43,False,0.16666666666666666
4686.5,3,P34,P43,P34P42P43,False,0.16666666666666666
4686.25,3,P34,P43,P34P42P43,False,0.16666666666666666
4686.0,2,P34,P43,P34P43,False,0.1111111111111111
4685.75,2,P34,P43,P34P43,False,0.1111111111111111
4685.5,2,P34,P43,P34P43,False,0.1111111111111111
4685.25,2,P34,P43,P34P43,False,0.1111111111111111
4685.0,2,P34,P43,P34P43,False,0.1111111111111111
4684.75,2,P34,P43,P34P43,False,0.1111111111111111
4684.5,2,P34,P43,P34P43,False,0.1111111111111111
4684.25,2,P34,P43,P34P43,False,0.1111111111111111
4684.0,2,P34,P43,P34P43,False,0.1111111111111111
4683.75,2,P34,P43,P34P43,False,0.1111111111111111
4683.5,2,P34,P43,P34P43,False,0.1111111111111111
4683.25,2,P34,P43,P34P43,False,0.1111111111111111
4683.0,2,P34,P43,P34P43,False,0.1111111111111111
4682.75,2,P34,P43,P34P43,False,0.1111111111111111
4682.5,2,P34,P43,P34P43,False,0.1111111111111111
4682.25,2,P34,P43,P34P43,False,0.1111111111111111
4682.0,2,P34,P43,P34P43,False,0.1111111111111111
4681.75,2,P34,P43,P34P43,False,0.1111111111111111
4681.5,1,P43,P43,P43,True,0.05555555555555555
4681.25,1,P43,P43,P43,True,0.05555555555555555
4681.0,1,P43,P43,P43,True,0.05555555555555555
4680.75,1,P43,P43,P43,True,0.05555555555555555
4680.5,1,P43,P43,P43,True,0.05555555555555555
4680.25,1,P43,P43,P43,True,0.05555555555555555
4680.0,1,P43,P43,P43,True,0.05555555555555555
4679.75,1,P43,P43,P43,True,0.05555555555555555
4679.5,1,P43,P43,P43,True,0.05555555555555555
4679.25,1,P43,P43,P43,True,0.05555555555555555
4679.0,1,P43,P43,P43,True,0.05555555555555555
4678.75,1,P43,P43,P43,True,0.05555555555555555
4678.5,1,P43,P43,P43,True,0.05555555555555555
4678.25,1,P43,P43,P43,True,0.05555555555555555
4678.0,1,P43,P43,P43,True,0.05555555555555555
4677.75,1,P43,P43,P43,True,0.05555555555555555
4677.5,1,P43,P43,P43,True,0.05555555555555555
4677.25,1,P43,P43,P43,True,0.05555555555555555
4677.0,1,P43,P43,P43,True,0.05555555555555555
4676.75,1,P43,P43,P43,True,0.05555555555555555
4676.5,1,P43,P43,P43,True,0.05555555555555555
4676.25,1,P43,P43,P43,True,0.05555555555555555
4676.0,2,P43,P44,P43P44,False,0.1111111111111111
4675.75,2,P43,P44,P43P44,False,0.1111111111111111
4675.5,2,P43,P44,P43P44,False,0.1111111111111111
4675.25,2,P43,P44,P43P44,False,0.1111111111111111
4675.0,2,P43,P44,P43P44,False,0.1111111111111111
4674.75,2,P43,P44,P43P44,False,0.1111111111111111
4674.5,2,P43,P44,P43P44,False,0.1111111111111111
4674.25,3,P43,P45,P43P44P45,False,0.16666666666666666
4674.0,3,P43,P45,P43P44P45,False,0.16666666666666666
