datetime,open,high,low,close,volume
2022-01-05 00:00:00,4772.75,4773.5,4767.0,4767.75,4104
2022-01-05 00:30:00,4768.0,4770.25,4767.25,4768.25,1951
2022-01-05 01:00:00,4768.5,4771.0,4766.5,4770.25,2086
2022-01-05 01:30:00,4770.5,4776.0,4769.25,4774.25,3279
2022-01-05 02:00:00,4774.5,4777.0,4773.0,4774.75,2747
2022-01-05 02:30:00,4775.0,4780.5,4774.0,4778.5,4081
2022-01-05 03:00:00,4778.5,4782.0,4776.0,4779.0,8908
2022-01-05 03:30:00,4779.0,4781.0,4775.75,4778.0,3748
2022-01-05 04:00:00,4778.0,4786.0,4777.0,4783.5,7024
2022-01-05 04:30:00,4783.5,4784.5,4781.25,4783.75,3576
2022-01-05 05:00:00,4784.0,4787.75,4783.25,4786.0,5592
2022-01-05 05:30:00,4786.0,4787.5,4781.25,4781.75,7120
2022-01-05 06:00:00,4782.0,4782.25,4778.25,4778.5,8481
2022-01-05 06:30:00,4778.5,4782.0,4778.25,4781.0,6555
2022-01-05 07:00:00,4781.0,4783.75,4779.25,4782.75,6186
2022-01-05 07:30:00,4782.75,4783.0,4777.0,4779.25,10055
2022-01-05 08:00:00,4779.25,4782.25,4775.0,4781.0,17808
2022-01-05 08:30:00,4781.0,4784.0,4778.25,4782.5,13810
2022-01-05 09:00:00,4782.5,4783.75,4778.5,4780.5,18306
2022-01-05 09:30:00,4780.25,4785.25,4770.0,4780.75,164835
2022-01-05 10:00:00,4780.5,4788.25,4776.0,4786.0,97067
2022-01-05 10:30:00,4786.0,4786.0,4777.75,4781.25,67593
2022-01-05 11:00:00,4781.25,4782.5,4773.25,4780.5,55268
2022-01-05 11:30:00,4780.75,4781.25,4771.5,4773.75,51134
2022-01-05 12:00:00,4774.0,4781.0,4772.0,4779.75,37050
2022-01-05 12:30:00,4779.75,4780.25,4767.0,4768.0,66691
2022-01-05 13:00:00,4767.75,4768.75,4761.25,4766.75,67768
2022-01-05 13:30:00,4766.75,4769.5,4764.0,4766.5,40123
2022-01-05 14:00:00,4766.75,4777.5,4740.25,4742.0,223950
2022-01-05 14:30:00,4742.0,4746.75,4719.25,4725.0,188199
2022-01-05 15:00:00,4725.25,4725.25,4707.5,4711.0,171652
2022-01-05 15:30:00,4711.0,4719.75,4691.0,4692.25,271548
2022-01-05 16:00:00,4692.25,4699.25,4689.5,4695.0,86283
2022-01-05 16:30:00,4695.25,4695.5,4690.25,4692.0,10592
2022-01-05 18:00:00,4692.0,4695.5,4681.75,4695.5,14340
2022-01-05 18:30:00,4695.5,4699.0,4693.0,4698.25,6546
2022-01-05 19:00:00,4698.0,4703.0,4697.5,4701.0,7940
2022-01-05 19:30:00,4701.25,4703.0,4691.75,4698.25,8528
2022-01-05 20:00:00,4698.25,4699.75,4689.0,4697.0,7806
2022-01-05 20:30:00,4697.0,4703.0,4694.75,4698.25,7172
2022-01-05 21:00:00,4698.25,4698.75,4689.5,4690.25,7528
2022-01-05 21:30:00,4690.25,4693.75,4688.0,4693.5,6021
2022-01-05 22:00:00,4693.5,4694.25,4686.25,4690.0,4491
2022-01-05 22:30:00,4689.75,4691.0,4673.5,4674.0,13111
2022-01-05 23:00:00,4674.25,4676.0,4673.25,4674.0,8828
2022-01-05 23:30:00,4674.0,4674.25,4668.0,4669.25,8924
