datetime,open,high,low,close,volume
2022-01-07 00:00:00,4698.25,4700.0,4693.25,4694.75,3564
2022-01-07 00:30:00,4694.75,4699.25,4694.25,4699.0,2510
2022-01-07 01:00:00,4698.75,4699.5,4696.25,4697.75,2008
2022-01-07 01:30:00,4698.0,4701.5,4695.5,4696.25,2790
2022-01-07 02:00:00,4696.25,4697.25,4691.0,4695.25,3906
2022-01-07 02:30:00,4695.0,4695.5,4691.25,4693.75,2736
2022-01-07 03:00:00,4693.75,4694.5,4685.5,4688.5,11974
2022-01-07 03:30:00,4688.75,4688.75,4678.75,4682.25,11252
2022-01-07 04:00:00,4682.0,4693.5,4680.0,4691.75,9657
2022-01-07 04:30:00,4692.0,4696.75,4691.5,4692.0,6976
2022-01-07 05:00:00,4692.0,4699.0,4689.0,4698.0,5398
2022-01-07 05:30:00,4698.0,4700.0,4697.0,4697.5,5353
2022-01-07 06:00:00,4697.5,4700.0,4694.75,4698.5,5109
2022-01-07 06:30:00,4698.75,4699.75,4692.75,4693.0,3448
2022-01-07 07:00:00,4692.75,4699.5,4691.75,4694.5,7025
2022-01-07 07:30:00,4694.25,4695.75,4689.5,4690.25,7373
2022-01-07 08:00:00,4690.5,4693.5,4688.25,4690.5,16198
2022-01-07 08:30:00,4691.25,4701.25,4670.0,4677.5,102150
2022-01-07 09:00:00,4677.5,4687.25,4677.25,4687.0,40258
2022-01-07 09:30:00,4687.0,4699.5,4675.0,4693.75,184776
2022-01-07 10:00:00,4693.75,4695.0,4675.5,4677.25,118094
2022-01-07 10:30:00,4677.25,4680.75,4653.75,4660.0,157664
2022-01-07 11:00:00,4660.0,4672.5,4654.0,4671.75,121513
2022-01-07 11:30:00,4671.5,4688.25,4668.0,4684.0,102378
2022-01-07 12:00:00,4684.0,4685.5,4675.25,4678.25,60408
2022-01-07 12:30:00,4678.25,4682.0,4671.75,4679.75,48628
2022-01-07 13:00:00,4679.75,4684.25,4675.25,4677.75,40673
2022-01-07 13:30:00,4677.75,4682.75,4673.25,4676.5,35288
2022-01-07 14:00:00,4676.75,4679.0,4668.5,4673.25,46823
2022-01-07 14:30:00,4673.0,4685.0,4671.5,4682.25,55490
2022-01-07 15:00:00,4682.25,4687.5,4673.75,4677.0,58533
2022-01-07 15:30:00,4677.25,4682.5,4666.5,4668.75,170071
2022-01-07 16:00:00,4669.0,4674.5,4666.75,4668.25,53035
2022-01-07 16:30:00,4668.0,4668.0,4666.5,4667.5,6387
